anon_id,label,clase,split,texto
call_0615c3630150,human,0,train,"Hola soy Ernesto Villalobos, mi tarjeta no ha llegado y quería chicar cuando podría llegar. 1 9 8 6 6 3 0. No, 1 1 9 8 6 6 3 0. Sí, pedí la tarjeta el 19 de agosto y no me ha llegado en línea. La plus 11986630. Sí, entonces no tienen una fecha para la entrega de la tarjeta. Por favor."
call_064d8dd77899,synthetic,1,train,"Hola, mire pedí una tarjeta nueva hace dos semanas y todavía no me llega, quería saber qué pasó. Si, mi nombre es Ernesto Villalobos Prieto y mi número de referencia es el 1198, es 6 6 3 0. No es 1198, es 6 6 3 0. Al final es 3 0, no 4 0. La pedí el 19 de agosto, no he recibido ningún mensaje ni llamada de nadie. Por eso hablo. Es la denomina. Si. Es el 1198, 6 6 3 0. y cuando me va a llegar? ¿Cuál es el n..."
call_06b5a78ea12e,synthetic,1,train,"Hola, buenas tardes. Oiga, estoy llamando porque vi un cargo que no reconozco en mi tarjeta. Es por $1,850 pesos el 28 de agosto en una tienda que no conozco. Me puede ayudar a revisarlo. La tarjeta termina en $55,10. Sí, claro. Sí, es Mariana Solis Robledo. Mi número de referencia, mulares, $88,23. Guión, $11,47. Ah, sí, le cuento. El 28 de agosto vi un cargo por mil ochocientos cincuenta pesos en una tienda que no conozco. Yo no hice esa compra ni autorice el pago. Revisé mi app y no tengo ningún otro movimiento raro, pero este sí me preocupa, porque no me suena el nombre del comercio. No he hecho nada más, sólo estoy llamando para reportarlo y que lo revisen. Sí, el cargo es con la tarjeta que termina en cincuenta y cinco, diez. Es de mi cuenta nómina plus. Ajá. Sí. Y once cuarenta y siete. Perfecto. Gracias. Sí, claro. Gracias, hasta luego."
call_0847d7417bb1,synthetic,1,val,"Sí, claro. El pago de $2.600 pesos del 1 de septiembre me aparece dos veces en el estado de cuenta. Quiero saber qué procede. Sí, es $44.70. $81.93. No, no, es $93. No $92. $44.70. $81.93. Sí, el 1 de septiembre pagué $2.600 pesos. Sólo hice un pago, pero en el estado de cuenta me aparece dos veces la misma cantidad el mismo día. Por eso llamé sobre la nómina plus. Si es correcto. No, gracias. Que tenga buena tarde."
call_092aef8d1243,human,0,train,"Hola Marina, soy Luis Montaño, quería cambiar mi número que tengo como referencia. Claro es 7 7 1 2 0 4 5 9. No, 5. Sí, 5. 5. Un crédito verde. 7 7 1 2 0 4 5 9. No te dejo que dar mi número telefónico por aquí."
call_098d8081babe,synthetic,1,train,"Hola, buenas tardes. Oye, es que me tiene una solicitud para un crédito personal y quería ver si ya me la aprobaron o qué onda con eso. Sí, claro. Soy Daniela Ocampo Ríos y mi referencia es el 66412075. Es 6641, o sea, 2075. Termina en 5. 25 de agosto y el monto es por $35,000 pesos. Tengo un folio que me dieron por si te sirve. SR20418. No, es un crédito personal normal de hecho. Ninguno de esos. Ajá, sí, porfa. OK, me avisas. Muchas gracias por la información que tengas. Buen día."
call_099dffdf8486,synthetic,1,train,"Si, claro. Solo quiero saber cuánto debo y para cuándo tengo que pagar en mi tarjeta por favor. Si, mire, mi nombre es Javier Peña Aldrete y el número de referencia permítame tantito. Es 9 0 5 7 guión 3 8 1 2. No, no, la última parte es 3 8 1 2. No es 3, es 2 al final. 9 0 5 7 guión 3 8 1 2. Si? Sobre la tarjeta por favor, la denomina. Si. si claro es 9 0 5 7 guión 3 8 1 2 así despacito"
call_0a9c546208d1,human,0,train,"Quiero saber cuánto debo y cuánto tengo que pagar. Javier Peña al drete número del cliente 9.057.3812. No, 38.13.3812, perdón. No, necesito saber ambos. No, es sobre la nómina plus. 9.057.3812. No, es todo, gracias."
call_0ab7d2a0c0f5,human,0,train,"¿Qué tal? Cambié de número y ando viendo, porque me siguen llegando mensajes del banco para que ya no me lleguen. Luis Herrermontaño, 77-12-04-59. 5-9. Decidí cambiarlo y me estaba llegando, llegando a los 88-34. El anterior, el nuevo termina en 44-77. ¿Qué hayito verde? 7, 7, 1, 2, 0, 4, 5, 9."
call_0cf2f4a71328,synthetic,1,val,"Buenas tardes Marina, muchas gracias. Mire, yo le llamo porque metí una solicitud de crédito personal hace ya un par de semanas y pues quisiera saber si ya está aprobada o si hay algún avance. Soy Daniela Ocampo Ríos. Sí claro, con mucho gusto. Mi número de referencia es 6641-2075. ¿Se lo repito o así está bien? Ajá, estoy atenta. Sí, claro. Mire, la solicitud la metí el 25 de agosto, fue por 35,000 pesos. Me dieron un folio, sí, lo tengo aquí apuntado, SR guión 20418. Y pues la verdad desde ese día estoy esperando a ver si sí me lo aprobaron o qué pasó, porque no me han hablado ni nada. Por eso me animé a marcarles yo. Es sobre mi cuenta nómina plus, sí. Fue desde ahí donde la pedí. Ajá, sí, estoy pendiente. Sí, exactamente. Así está correcto. 6641 guión 2075. Ese es mi número de referencia. No, muchísimas gracias Marina. Le agradezco mucho su atención y que me haya dado el folio, que tenga muy bonita tarde."
call_0e101713ee94,synthetic,1,train,"Buenas tardes Marina. Mire, le llamo porque hace un par de semanas metí una solicitud para un crédito personal y quería saber si ya está aprobada o si todavía sigue en proceso. Si necesita algún dato, tengo a la mano el folio y la fecha. ¿Me indica que le paso? Claro, mi nombre completo es Daniela Ocampo Ríos. Sí, como no. Mi número de referencia de cliente es 6641 guión207t5. Disculpe, creo que hay un pequeño error. Mi número de referencia termina en 7.5, no en 8.5. Es 6641 guión207t5. Sí, claro. La solicitud la hice en línea desde la página del banco. Fue hoy el 25 de agosto, por la tarde. De hecho, tengo el folio también, por si lo necesitan. No, es sobre un crédito personal. No tiene que ver con la cuenta de nómina ni con el crédito verde. Es uno de esos créditos personales que anuncian en la página del banco para clientes. Yo lo pedí por 35,000 pesos. Perfecto, muchas gracias. Sí, le decía. Mi número es 6, 6, 4, 1, guión 2, 0, 7, 5. Así es, correcto."
call_0e1e2f29bfdc,human,0,val,"¿Qué me ayudas? Me necesito que me ayudes porque mi pago a vencer y no tengo. Entonces quería saber si puedo pagar unos guías sin que me paguen más. Si, 33, 06, 92, 81. Vencer el 10 de septiembre pero yo quiero pagar hasta el 20 si es posible. Pense en 10. O sea, pense en 10. 33.0692.81."
call_10aa0d1d33f0,human,0,val,"Mira, hablo porque cambié mi número del teléfono y quiero actualizarlo. Y es Luis Herrera Montaña. Y es 7712-Gión0459. 7712-Gión0459. Cambié de número porque ya no quería hacer ese número y tengo un teléfono 9. Es correcto. Sí, no estoy seguro. 7712-Gión0459."
call_10ceaf16fbbf,synthetic,1,train,"Hola, ¿qué tal? Oye, hablo porque me están cobrando un seguro que la verdad no me acuerdo de haber contratado y pues quiero cancelarlo ya. Así claro, soy Héctor Navarro Salcedo y mi número de referencia es 22.84. 55.06. No, es 06 al final. 22.84. 55.06. Pues mira, me están cobrando 189 pesos al mes. Lo empecé a notar en junio, o sea, hace como tres meses y la verdad yo no me acuerdo de haber contratado nada de eso. Sí, o sea el primer cargo fue en junio, de ahí para acá me lo han estado cobrando cada mes, pues de la cuenta yo creo, la verdad no tengo ningún crédito verde. Sí, es 22.84. 55.06."
call_11d3230256a1,human,0,train,"la tengo un cargo no reconocido. Si Mario Solis Robledo y mi número de referencias 8883 11 47. No, 8883 11 47. Si fue un cargo de 1850 pesos el 28 de agosto en una tienda que no reconozco. 2, 3, 1, 1, 4, 7."
call_120d6007bcc1,synthetic,1,val,"Hola Marina, buen día. Mire, le explico un poquito. Tengo un pago pendiente con ustedes. Vence el 10 de septiembre por 4200 pesos, pero la verdad es que este mes se me complicó y no me va no me va a alcanzar. Quería saber si hay forma de pagar unos días después, más o menos el 20 de septiembre, sin que me cobre en recargos o intereses extra. ¿Eso se puede? Sí, claro, es el 3306 Guion 9281. No, es 3306 Guion 9281. El último es 1, no 0. Sí, claro. Nada más eso, que es la primera vez que me pasa y que sí quiero pagar, solo que necesito esos días, porque este mes estuvo complicado. Si necesitan contactarme, el número desde el que llamo es 87 14 83 00 01 sobre mi crédito verde. Ajá. Sí, como no. Es 3 3 0 6 guión 9 2 8 1. Permítame, le repito. Correcto, así es. 9 2 8 1. Sí."
call_1612f093f8b5,human,0,train,"¿Cuándo me agrada el colegio? Hola, buenas tardes. Me llamo Javier Apenia Aldrete. Quiero saber cuánto debo y cuánto debo pagar. Si es el 9, 0, 5, 7, 3, 8, 1, 2. ¿Me lo podrías repetir? No, termine en 1, 2. Quiero saber el saldo y mi fecha al límite. para pagar un reciente y recientemente hice un pago el 12 de agosto por 1500 pesos. ¿Crédito verdad? Sí."
call_16581bcbc272,human,0,train,Buenas tardes Marina soy Adriana tu servidora Adriana Cortés Lima hablo que me haga un favor de reembolsarme porque me cobraron dos veces en mi tarqueta claro que sí es el 44 70 81 93 al final es 93 no fue el mismo día el primero de septiembre sobre mi nómina 7 0 8 1 9 3. Así es. Es correcto.
call_1761edbd6952,human,0,train,"Hola, buenas tardes. Habla Roquío Anaya Castellano. Tengo un pago que va a vender pronto y la verdad no tengo para pagar. Entonces, quería ver el 9 de septiembre, pero quiero ver que puedo pagar el 20. Si es el 33 06 92 81. No, 81. Este tuvo unos problemas durante el mes para pagar, bueno, para solventar otros gastos y no tendría yo el dinero para pagar, pero este día es septiembre, pero podría liberar el día 20. Está bien. Este sobre mi crédito verde. ¿Habría problemas que pagó el día 20 de septiembre en lugar de 10? Correcto. Es correcto. Muchas gracias."
call_181a5049ecae,synthetic,1,val,"Buenas tardes. Disculpe, mire, es que cambié mi número de teléfono y quiero actualizarlo para que me sigan llegando los mensajes del banco. Sí, mi nombre es Lucía Ferrer Montaño. Sí, mire, es el 77, 12, 04, 59. Sí, de nada. Sí. Pues mire, cambié mi número de teléfono y ya no tengo acceso al anterior. No se propone. No, mire, mi número anterior terminaba en 8823 y es para los mensajes de mi cuenta. Sí. Sí, claro, es el 77120459. No, muchas gracias, sería todo. Hasta luego."
call_185e958a253b,human,0,val,"de la gente. Buen día. Hola, buen día. Soy Adriana Cortés Lima. Es que hice un pago y me aparece dos veces en mi estado de cuenta. Cuatro, cuatro, siete, cero, ocho, uno, nueve, tres. No. Sí, así está bien. Mira, pues me aparece duplicado y fue un pago de de septiembre, no sé si me puedes ayudar con eso. Mi crédito verde, 4708193. No, sería todo, gracias."
call_186e9d6ee732,synthetic,1,train,Que onda oye hace dos semanas pedí una tarjeta nueva y no ha llegado Quería saber si sabes que pasó con eso Si mi nombre es Ernesto Villalobos Priero El número de referencia es 1198 6630 No es 11986630 Así todo seguido Si mira la La pedí por el teléfono No pasa nada Si dime Claro Es 11986630 Si correcto
call_189410107163,synthetic,1,train,"Hola Marina, ¿qué tal? Oye, rapidísimo metí una solicitud de crédito personal el 25 de agosto y quería saber si ya la aprobaron o en qué va porque la verdad sí ando esperando respuesta. Tengo el folio si lo necesitas, ¿me ayudas con eso? Bueno, sí, mira mi nombre completo es Daniela Ocampo Río y el número de referencia de cliente es 66412075 te lo repito o así está bien no no es si claro es 66412075 o sea 66412075 si te cuento metí la solicitud del 25 de agosto fue por la app y ahí mismo subí mis documentos no me pidieron nada extra después ni me ha llegado ningún correo ni mensaje ni nada la verdad por eso ya me preocupé un poco porque si necesito el crédito son 35,000 $35,000 pesos y pues ya hace un rato. No he tenido ninguna respuesta, ni llamada, ni notificación, nada. Sí, justo $35,000 pesos y es sobre mi cuenta nómina plus, el crédito personal normal, no el B2B, ni nada raro. Sí claro, es $66,000, $41,000, $20,000, $75,000, ¿te lo repito otra vez o así está bien? No, muchas gracias, con eso está bien. Que tengas buen día, bye."
call_18bd3c505fd5,synthetic,1,train,"Buenas tardes Marina. Miren, nomás quería saber cuánto debo actualmente y para cuando tengo que pagar. Sí, claro. Sí, como no. Mi nombre completo es Javier Peña Aldrete. El número de referencia de cliente es 90573812. Disculpe, creo que hubo un número diferente al final. Le repito, es 90573812. Si, no, no recibí mensaje de cobro. Sólo quiero consultar mi saldo y saber para qué fecha tengo que pagar. Ajá, gracias. Es sobre mi tarjeta, la de crédito. La que termina en 2-2-4-6. Sí, de no... No, muchísimas gracias por su ayuda. Que tenga buena tarde."
call_198ef413fe4a,human,0,val,"me está encubrando un seguro que no recuerdo haber contratado me gustaría cancelarlo. Si mi nombre es Héctor Navarro Salcedo y mi número de referencia es 2284-5506. No, el número es 2284-5506. Voy revisando y tiene tres meses que me están haciendo estos cargos y es por 189 pesos mensuales. Así es, eso me invito verde. Bien, es 2284-5506. Correcto. No, muchas gracias."
call_1a2f3635b411,synthetic,1,train,"Hola, sí, quiero reportar un cargo que no reconozco en mi tarjeta. Es por $1,850, el 28 de agosto. No sé de qué tienda sea y yo no lo hice. Mariana Solis Robledo y mi número de referencia es 8823-1147. Sí, así es. Ese día no hice ninguna compra. Lo vi apenas ayer revisando mi app. La tienda ni la conozco. Es sobre mi tarjeta Nomina Plus. La terminación es 5-5-1-0. Ajá. 8-8-2-3-guion-1-1-4-7. No, eso es todo, gracias. Buen día."
call_1ad99899456c,synthetic,1,train,"Miren, le cuento que recientemente cambié de número de celular y quiero actualizarlo en el banco porque ya no tengo acceso a la anterior y necesito seguir recibiendo los mensajes y notificaciones. ¿Me puede apoyar con eso por favor? Sí, claro. Es 7 7 1 2 guión 0459. ¿Me avisa si necesita que se lo repita? No, disculpe. Es 7 7 1 2 guión 0459. El último número es 9, no 0. ¿Desea que se lo repita más despacio? espacio? Sí, claro, mire, cambié de número hace como una semana más o menos, fue a principios de este mes. Ya no tengo acceso al número anterior porque era un número que tenía con otra compañía y ya cancelé la línea. Por eso me urge actualizar mi nuevo número, porque ya no recibo nada ahí, ni llamadas ni mensajes. Sí, sí lo recuerdo, el número anterior terminaba en 8-8-3-4, le repito, 8-8-3-4. Esa línea ya está completamente inactiva, ya no tengo acceso ni nada. Es sobre mi cuenta NominA Plus por... por... es donde normalmente recibo los mensajes y notificaciones del banco. Ajá, por su... Sí, claro, 7712, guión 0459. Muy bien. Quiere... Perdón, mi número de referencia completo es 7712, guión 0459. El nuevo número al que quiero que me lleguen los mensajes es 5521964477. Le repito alguno?"
call_1ba56b3cce45,synthetic,1,train,"Buenas tardes Marina, estoy llamando porque hice un pago y me aparece duplicado en mi estado de cuenta. Fue un pago de $2,600 pesos el día primero de septiembre y ahora veo dos cargos iguales. ¿Me puede ayudar por favor? Por supuesto, mi nombre es Adriana Cortés Lima y mi número de referencia de cliente es 4470-Gión-8193. Así está bien. Perdón Marina, pero el último número es 3, no 4. es 440-Gión 8193. Claro, yo hice un pago de $2,600 el 1 de septiembre y después, al revisar mi estado de cuenta, di que ese mismo pago aparece dos veces con la misma cantidad y la misma fecha. Por eso me llamó la atención y quise reportarlo. Es sobre mi cuenta nómina plus. Sí, puesto es 440-Gión 8193. No, muchas gracias por su apoyo. y tenga buena tarde."
call_1bf0aa4d4324,human,0,train,"Hola, oye, estoy queriendo cancelar un seguro. No recuerdo ese seguro y no me acuerdo de haberlo contratado. Mi nombre es Sektor Navarro Salcedo. 2, 2, 2, 2, 2, 8, 4, 5, 5, 0, 6. No, el último dijo, el último dígito es 6. Pues, vi el cargo, es un cargo que no estoy recorciendo, no me acuerdo de haber contratado ese seguro y es por 189 pesos. Lo que pasa es que lo noté, acabo de ver que fue hace tres meses el cargo, el primer cargo fue en junio. No, en la cuenta. No, no, no, sobre el seguro que no reconozco. 2-2-8-4-5-5-06. No, es todo, gracias."
call_1c1c0cce9fb5,human,0,val,"Hola, buenas. No, quiero checar cuanto de u y no tengo que pagar. Mi nombre es Javier Peñal Drete, mi nombre de regrencia es 90573812. No, es incorrecto. Si, es 90573812. El último pago que hice fue el 12 de agosto. Correcto. al último si 90 57 38 12 correcto me puede repetir el número que dijo así está bien muchas gracias"
call_1cc930924760,synthetic,1,train,"Sí, claro, no hay problema. Mire, hace dos semanas, el 19 de agosto, pedí que me mandaran una tarjeta nueva, pero hasta hoy no ha llegado a mi casa. Quisieras ver si hay algún detalle con el envío o si me pueden decir en qué va el trámite, por favor. Si, como no. Mi nombre es Ernesto Villalobos Prieto y el número de referencia es 11986630. Se lo repito. Bueno bueno, sigue ahí. Sí claro con gusto es 11986630. Está bien así? Sigue ahí."
call_1ee2936b46a7,synthetic,1,train,"Hola Marina, metí una solicitud de crédito personal hace unas semanas y quiero saber si ya la aprobaron. Me puedes ayudar a revisar el status por favor. Sí, claro, es el 6641 guión 2075. No, el último número es 5. Es 6641 guión 2075. Sí, la metí el 25. Sí, claro, las solicitudes... No se preocupe, dígame. Sí, correcto, 664-1-270-75. No, con eso está bien. Muchas gracias que tenga buen día."
call_224586045e67,human,0,train,"Miren, buenos días. Me están haciendo un cobro de un seguro que no recuerdo haber contratado y lógico quiero cancelarlo. Mi nombre es Héctor Navarro Salcedo y el número de referencia, El número de referencia es 2284-5506. Está equivocado. Es, confirmo, 2284-5506. Me llegó el cargo mensual del seguro por 189 pesos y lo noté hace tres meses. El primer cargo fue en junio. Así es, señor. Claro que sí. 2, 2, 8, 4, 5, 5, 0, 6, a 10, igualmente a buenos días."
call_22d0f235a47e,human,0,train,"Hola, buenas tardes, metí una solicitud de crédito personal y quiero saber si ya fue probado. Daniel Ocampo Ríos, 66412775. No, correcto. Fue el 25 de agosto de 35,000 pesos. Fue en su cursal. No estoy seguro de ello. Es Daniel Ocampo Ríos. 6 6 4 1 2 0 7 5 pero entonces no puedo saber todavía si fue aprobado"
call_22eacbc23d18,human,0,train,"Hola, buenos días. Pedí una tarjeta enhorra hace dos semanas y no ha llegado. Y pues quiero saber qué está pasando. Es María Villalobos Prieto. Claro, el número es 11986630. No. Sí, es 11986630. A mi dirección, pero no ha llegado. Fue el 19 de agosto. sobre mi cuenta no en la plus 11986630. Sí, nada más. Gracias."
call_23991b635849,human,0,train,"pedí una tarjeta nueva reposición hace dos semanas y aún no me llegan, nomás quería saber si les llevó mi solicitud o si se quedó ahí grabado en algún lado. Si te paso mi nombre soy María Villalobos Prieto y mi número de referencia es 11986630, no solamente es 30 al final. ¿Le puedes repetirlo acá de decir si no entendí muy bien? Lo pedí dentro de la aplicación, nada más que no guarde el folio, no sabía que tenía que guardarlo. Y no lo recuerdo, es mi tarjeta de crédito. ¿Correcto? Mi escolta, ¿a qué dirección de envío lo tiene? Porque capaz y no sé si se equivocaron en esa parte. ¿No puedes registrar todo? de mi dirección y los registros como para que me lleve mi internet ahí. Ok. ¡Viva!"
call_24e1989c4d6d,synthetic,1,train,"Hola. Sí, mira, me pago 20 hoy, pero no me vas a alcanzar. Puedo pagar el 20 de septiembre sin que me cobre en recargos. Rodríguez Anaya Castellanos. Ajá. Sí, claro, estrés, estrés, 06, 9281. No es 3.306.9281 Solo este mes Normalmente pago sin problema pero hoy si no me alcances Quiero saber si pago el 20 no me cobran de mas Es sobre el crédito verde Ah, si? Si, 3.306.9281 Bueno bueno sigue ahi Ok, 2.80 Bueno Ah No, gracias. Hasta luego."
call_253156878935,synthetic,1,train,"Hola que tal, oye es que me están cobrando un seguro que no me acuerdo haber contratado y pues lo quiero cancelar ya. Si soy actor Navarro Salcedo y la referencia es 22845506, no no termina en seis, o sea 22845506 pues son 189, empezó en juicio, creo que en mi cuenta la denomina si, si es 22845506 Si, de nada. ¡Ajá, digame!"
call_26be2ced1f65,synthetic,1,train,"Ah, mira, lo que pasa es que cambié mi número de celular y pues quiero actualizarlo para que me sigan llegando las alertas y los mensajes del banco. Porque ya no tengo el anterior. Como lucía Ferrer Montaño. Es el 7 7 1 2 0 4 5 9. Al final es 5 9. O sea, 7 7 1 2 0 4 5 9. Pues lo cambié apenas hace como una semana y ya de plano perdí el acceso al otro número, o sea, ya no tengo el chip ni nada. Sí, exacto. Como desde el jueves pasado ya no lo uso para nada. No sé bien qué plan sea, pero quiero que me lleguen las alertas de todo lo que use del banco. 7, 7, 1, 2, 0, 4, 5, 9. Puntalo por faes, el 5, 5, 2, 1, 9, 0, 4, 4, 7, 7."
call_2741c273bfcc,synthetic,1,train,"Hola, buenas tardes Marina. Mire, le llamo porque el pasado 25 de agosto metí una solicitud para un crédito personal por 35,000 pesos. Y pues ya pasaron varios días, entonces quería ver si me podrían decir si ya la aprobaron o cómo va el trámite. Sí, claro que sí. Mi nombre es Daniela Ocampo Ríos y mi número de referencia de cliente es el 66412075. No, disculpe, al final es 75, no 76. El número es 6641, 2075. Pues mire, la verdad es que la hice por internet porque ya ve que ir a las sucursales a veces quita mucho tiempo con las filas y todo eso y pues preferí hacerlo desde la computadora de mi casa con más calma. Al terminar me dieron un folio de seguimiento, dejé lo busco aquí en mis apuntes. El folio es C, ERREB 2418. Sí, exactamente, fue ese día. ¿Y qué tal? ¿Le aparece ahí si ya está probado? Sí, de acuerdo. Sí, es correcto, así es, 66, 41, 20, 35. No, sería todo de mi parte. Muchas gracias por su atención y por levantar el reporte. Que tenga muy buena tarde, hasta luego."
call_290aacdf95ca,synthetic,1,train,"buenas tardes hablo porque pedí una tarjeta nueva hace dos semanas y no me ha llegado quisiera saber si hay algún problema si claro es 1198 6 6 3 0 no el último es 0 1198 6 6 3 0 la pedí el 19 de agosto por teléfono fue con la cuenta nómina plus Ajá. Sí, claro. 11986630. Con eso está bien. Gracias."
